Borough Name,Job Type,Permit Type,Job-Permit,Job Number,BIN Number,Permit Filing Status (Raw),Permit Sequence Number Max Flag,Permit Filing Status,Permit Sub Type,Site License Class,Site Safety Manager Last Name,Site License Class,Permit Superintendent License Type,Permit Superintendent Last Name,Count Permits,Chute,Fence,Supported Scaffold,Sidewalk Shed,Sidewalk Shed/Linear Feet,Other Equipment Flag,EQ Other Description,Construction Material,Boiler Flag,Fire Alarm  Flag,Fuel Burning Flag,Fuel Storage Flag,Fire Suppression Flag,Mechanical Flag,Plumbing Flag,Standpipe Flag,Sprinkler Flag,Construction Equipment Flag,General Construction Flag,Other Flag,Curb Cut Flag,Antennae Flag,Landscape Flag,Builders Pvmt Plan Flag,Fire Protection Plan Flag,Marquee Flag,OT Description,Enlargement Flag (Yes/No),Facade Alteration,D_DATE,Estimated Job Cost
Staten Island,A2,EW,3. A2,540114801,5015141,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,10/20/2016,272900
Manhattan,A2,EQ,3. A2,140565939,1048276,I,Y,Initial Permit,FN,,,,,,0,,Y,,,0,,,WOOD,,,,,,X,X,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,10/21/2016,88000
Manhattan,A2,EW,3. A2,140565939,1048276,R,Y,Renewed,OT,,,,,,0,,Y,,,0,,,WOOD,,,,,,X,X,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,10/21/2016,88000
Manhattan,A2,EW,3. A2,140565939,1048276,R,Y,Renewed,MH,,,,,,0,,Y,,,0,,,WOOD,,,,,,X,X,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,10/21/2016,88000
Manhattan,A2,EW,3. A2,140565939,1048276,I,N,Initial Permit,OT,,,,,,0,,Y,,,0,,,WOOD,,,,,,X,X,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,10/21/2016,88000
Manhattan,A2,EW,3. A2,140565939,1048276,I,N,Initial Permit,MH,,,,,,0,,Y,,,0,,,WOOD,,,,,,X,X,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,10/21/2016,88000
Manhattan,A2,PL,3. A2,140565939,1048276,I,N,Initial Permit,,,,,,,0,,Y,,,0,,,WOOD,,,,,,X,X,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,10/21/2016,88000
Manhattan,A2,PL,3. A2,140565939,1048276,R,Y,Renewed,,,,,,,0,,Y,,,0,,,WOOD,,,,,,X,X,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,10/21/2016,88000
Manhattan,A2,PL,3. A2,122924693,1077853,I,Y,Initial Permit,,,,,,,0,,,,,0,,,,,,,,,X,X,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,10/21/2016,1050000
Manhattan,A2,EW,3. A2,122924693,1077853,R,Y,Renewed,MH,,,,,,0,,,,,0,,,,,,,,,X,X,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,10/21/2016,1050000
Manhattan,A2,EW,3. A2,122924693,1077853,I,N,Initial Permit,MH,,,,,,0,,,,,0,,,,,,,,,X,X,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,10/21/2016,1050000
Manhattan,A2,EW,3. A2,122924693,1077853,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,X,X,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,10/21/2016,1050000
Bronx,A2,EW,3. A2,220556155,2013614,I,Y,Initial Permit,OT,,,,,,0,,Y,,,0,,,WOOD,,,,,,,,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,10/21/2016,412000
Bronx,A2,EQ,3. A2,220556155,2013614,I,Y,Initial Permit,FN,,,,,,0,,Y,,,0,,,WOOD,,,,,,,,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,10/21/2016,412000
Brooklyn,A2,EQ,3. A2,321468666,3036476,I,Y,Initial Permit,FN,,,,,,0,,Y,,,0,,,WOOD,,,,,,,,,,X,,X,,,,,,,STRUCTURAL,No,Y,10/21/2016,125000
Brooklyn,A2,EW,3. A2,321468666,3036476,R,Y,eRenewed,OT,,,,,,0,,Y,,,0,,,WOOD,,,,,,,,,,X,,X,,,,,,,STRUCTURAL,No,Y,10/21/2016,125000
Brooklyn,A2,EW,3. A2,321468666,3036476,I,N,Initial Permit,OT,,,,,,0,,Y,,,0,,,WOOD,,,,,,,,,,X,,X,,,,,,,STRUCTURAL,No,Y,10/21/2016,125000
Queens,A2,EW,3. A2,421342826,4000702,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,10/21/2016,500000
Queens,A3,AL,4. A3,421375023,4036800,I,Y,Initial Permit,,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,10/21/2016,24200
Queens,A1,AL,2. A1,420658577,4000740,I,N,Initial Permit,,,,,SU,GRANARA,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,Yes,Y,10/22/2016,10000000
Queens,A1,AL,2. A1,420658577,4000740,R,N,Renewed,,,,,SU,KRASA,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,Yes,Y,10/22/2016,10000000
Queens,A1,AL,2. A1,420658577,4000740,R,Y,Renewed,,,,,SU,PERELDIK,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,Yes,Y,10/22/2016,10000000
Manhattan,A2,EQ,3. A2,140563361,1003285,I,N,Initial Permit,FN,,,,,,0,,Y,,,0,,,PLYWOOD,,,,,,,X,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,10/24/2016,88050
Manhattan,A2,EQ,3. A2,140563361,1003285,R,N,Renewed,FN,,,,,,0,,Y,,,0,,,PLYWOOD,,,,,,,X,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,10/24/2016,88050
Manhattan,A2,EQ,3. A2,140563361,1003285,R,Y,Renewed,FN,,,,,,0,,Y,,,0,,,PLYWOOD,,,,,,,X,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,10/24/2016,88050
Manhattan,A2,EW,3. A2,140563361,1003285,I,N,Initial Permit,OT,,,,,,0,,Y,,,0,,,PLYWOOD,,,,,,,X,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,10/24/2016,88050
Manhattan,A2,PL,3. A2,140563361,1003285,I,Y,Initial Permit,,,,,,,0,,Y,,,0,,,PLYWOOD,,,,,,,X,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,10/24/2016,88050
Manhattan,A2,EW,3. A2,140563361,1003285,R,N,Renewed,OT,,,,,,0,,Y,,,0,,,PLYWOOD,,,,,,,X,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,10/24/2016,88050
Manhattan,A2,EW,3. A2,140563361,1003285,R,Y,Renewed,OT,,,,,,0,,Y,,,0,,,PLYWOOD,,,,,,,X,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,10/24/2016,88050
Manhattan,A2,EW,3. A2,122824088,1009799,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,STRUCTURAL,No,Y,10/24/2016,31000
Manhattan,A2,EW,3. A2,122925166,1017588,R,Y,Renewed,OT,MM,MOHAMED,MM,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,10/24/2016,233000
Manhattan,A2,EW,3. A2,122925166,1017588,I,N,Initial Permit,OT,MM,MOHAMED,MM,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,10/24/2016,233000
Manhattan,A2,EW,3. A2,122925111,1032677,I,N,Initial Permit,OT,MM,ROBERT,MM,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,10/24/2016,355500
Manhattan,A2,EW,3. A2,122925111,1032677,R,Y,eRenewed,OT,,ROBERT,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,10/24/2016,355500
Manhattan,A2,EW,3. A2,122920973,1033820,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,10/24/2016,10400
Queens,A1,AL,2. A1,421389241,4003092,I,Y,Initial Permit,,,,,,,0,,,,,0,,,,,,,,,X,X,,,,,X,,,,,,,RENOVATION,No,Y,10/24/2016,56000
Manhattan,A2,EW,3. A2,140567447,1006112,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,10/25/2016,9500
Manhattan,A2,EW,3. A2,122925512,1014300,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,10/25/2016,95000
Manhattan,A2,EW,3. A2,122925521,1015610,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,10/25/2016,150000
Brooklyn,A2,EW,3. A2,321469825,3245024,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,10/25/2016,55000
Queens,A2,EW,3. A2,421383853,4462921,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,NO WORK,No,Y,10/25/2016,7500
Manhattan,A2,EW,3. A2,122926977,1009492,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,10/26/2016,8490
Manhattan,A2,EW,3. A2,140567875,1013885,I,Y,Initial Permit,OT,MM,ROBERT,MM,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,10/26/2016,15000
Manhattan,A2,EW,3. A2,122808033,1017596,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,10/26/2016,224929
Bronx,A2,EW,3. A2,220362541,2011826,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,10/26/2016,80000
Manhattan,A2,EW,3. A2,122796830,1031707,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,10/27/2016,94765
Manhattan,A2,EW,3. A2,122928341,1043910,I,N,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,10/27/2016,145305
Manhattan,A2,EW,3. A2,122928341,1043910,R,Y,Renewed,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,10/27/2016,145305
Bronx,A2,EW,3. A2,220526125,2096719,R,N,eRenewed,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,10/27/2016,157220
Bronx,A2,EW,3. A2,220526125,2096719,I,N,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,10/27/2016,78610
Bronx,A2,EW,3. A2,220526125,2096719,R,Y,eRenewed,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,10/27/2016,78610
Brooklyn,A2,EW,3. A2,340437067,3020408,I,Y,Initial Permit,OT,,,,,,0,,Y,,,0,,,WOOD,,,,,,X,X,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,10/27/2016,68000
Brooklyn,A2,EW,3. A2,340437067,3020408,I,Y,Initial Permit,MH,,,,,,0,,Y,,,0,,,WOOD,,,,,,X,X,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,10/27/2016,68000
Brooklyn,A2,PL,3. A2,340437067,3020408,I,Y,Initial Permit,,,,,,,0,,Y,,,0,,,WOOD,,,,,,X,X,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,10/27/2016,68000
Brooklyn,A2,EQ,3. A2,340437067,3020408,I,Y,Initial Permit,FN,,,,,,0,,Y,,,0,,,WOOD,,,,,,X,X,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,10/27/2016,68000
Brooklyn,A2,EW,3. A2,340437076,3020409,I,Y,Initial Permit,MH,,,,,,0,,Y,,,0,,,WOOD,,,,,,X,,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,10/27/2016,18000
Brooklyn,A2,EW,3. A2,340437076,3020409,I,Y,Initial Permit,OT,,,,,,0,,Y,,,0,,,WOOD,,,,,,X,,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,10/27/2016,18000
Brooklyn,A2,EQ,3. A2,340437076,3020409,I,Y,Initial Permit,FN,,,,,,0,,Y,,,0,,,WOOD,,,,,,X,,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,10/27/2016,18000
Brooklyn,A2,EW,3. A2,340437085,3020410,I,Y,Initial Permit,OT,,,,,,0,,Y,,,0,,,WOOD,,,,,,,,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,10/27/2016,16000
Brooklyn,A2,EQ,3. A2,340437085,3020410,I,Y,Initial Permit,FN,,,,,,0,,Y,,,0,,,WOOD,,,,,,,,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,10/27/2016,16000
Brooklyn,A1,AL,2. A1,321471590,3076600,I,Y,Initial Permit,,,,,SU,AINHORN,0,,Y,,,0,,,WOOD/METAL/LINK,,,,,,X,X,,X,X,Y,X,,,,,,,GEN. CONSTR.,Yes,Y,10/27/2016,699868
Brooklyn,A2,EW,3. A2,321458221,3322578,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,10/27/2016,152000
Queens,A2,EW,3. A2,440355615,4191831,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,10/27/2016,260500
Manhattan,A2,EW,3. A2,122915015,1026949,R,Y,Renewed,OT,,,,SU,GAO,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,Yes,Y,10/28/2016,240528
Manhattan,A2,EW,3. A2,122915015,1026949,I,N,Initial Permit,OT,,,,SU,GAO,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,Yes,Y,10/28/2016,240528
Manhattan,A2,EW,3. A2,122930212,1044837,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,10/28/2016,25320
Queens,A2,EW,3. A2,421392399,4436676,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,STRUCTURAL,No,Y,10/28/2016,80000
Brooklyn,A3,AL,4. A3,340438306,3156526,I,N,Initial Permit,,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,10/29/2016,5500
Brooklyn,A3,AL,4. A3,340438306,3156526,R,Y,Renewed,,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,10/29/2016,5500
Manhattan,A2,EW,3. A2,140567125,1007373,I,N,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,10/31/2016,37500
Manhattan,A2,EW,3. A2,140567125,1007373,R,Y,Renewed,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,10/31/2016,37500
Manhattan,A2,EW,3. A2,122929956,1040468,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,10/31/2016,62712
Manhattan,A2,EQ,3. A2,140569613,1041904,I,Y,Initial Permit,FN,,,,,,0,,Y,,,0,,,WOOD,,,,,,,,,,X,,X,,,,,,,STRUCTURAL,No,Y,10/31/2016,823000
Manhattan,A2,EW,3. A2,140569613,1041904,R,Y,Renewed,OT,,,,,,0,,Y,,,0,,,WOOD,,,,,,,,,,X,,X,,,,,,,STRUCTURAL,No,Y,10/31/2016,823000
Manhattan,A2,EW,3. A2,140569613,1041904,I,N,Initial Permit,OT,,,,,,0,,Y,,,0,,,WOOD,,,,,,,,,,X,,X,,,,,,,STRUCTURAL,No,Y,10/31/2016,823000
Manhattan,A2,EW,3. A2,122926281,1048402,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,X,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,10/31/2016,55000
Manhattan,A2,EW,3. A2,122929974,1057257,I,N,Initial Permit,OT,MM,BROWN,MM,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,10/31/2016,35000
Manhattan,A2,EW,3. A2,122929974,1057257,R,Y,Renewed,OT,MM,BROWN,MM,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,10/31/2016,35000
Bronx,A2,EW,3. A2,220557635,2000683,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,10/31/2016,93650
Queens,A2,PL,3. A2,421385726,4107760,I,Y,Initial Permit,,,,,,,0,,Y,,,0,,,WOOD,,,,,,,X,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,10/31/2016,661000
Queens,A2,EW,3. A2,421385726,4107760,R,Y,Renewed,OT,,,,,,0,,Y,,,0,,,WOOD,,,,,,,X,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,10/31/2016,661000
Queens,A2,EW,3. A2,421385726,4107760,I,N,Initial Permit,OT,,,,,,0,,Y,,,0,,,WOOD,,,,,,,X,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,10/31/2016,661000
Queens,A2,EQ,3. A2,421385726,4107760,I,Y,Initial Permit,FN,,,,,,0,,Y,,,0,,,WOOD,,,,,,,X,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,10/31/2016,661000
Queens,A2,EW,3. A2,421320788,4120496,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,10/31/2016,65522
Manhattan,A3,AL,4. A3,122901280,1009131,I,Y,Initial Permit,,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,POINTING,No,Y,11/1/2016,10800
Manhattan,A2,PL,3. A2,122864294,1009725,I,Y,Initial Permit,,,,,,,0,,,,,0,,,,,,,,,,X,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,11/1/2016,225000
Manhattan,A2,EW,3. A2,122864294,1009725,R,Y,Renewed,OT,,,,,,0,,,,,0,,,,,,,,,,X,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,11/1/2016,225000
Manhattan,A2,EW,3. A2,122864294,1009725,I,N,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,X,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,11/1/2016,225000
Manhattan,A2,EW,3. A2,122931658,1051514,I,Y,Initial Permit,OT,MM,FERNANDEZ,MM,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,11/1/2016,2000000
Manhattan,A2,EW,3. A2,122919235,1076123,R,Y,Renewed,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,11/1/2016,69600
Manhattan,A2,EW,3. A2,122919235,1076123,I,N,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,11/1/2016,69600
Bronx,A2,EW,3. A2,220554353,2084204,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,11/1/2016,114000
Bronx,A2,EW,3. A2,220557412,2118990,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,11/1/2016,30000
Brooklyn,A2,EW,3. A2,321414117,3024923,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,11/1/2016,39591
Brooklyn,A1,AL,2. A1,321456465,3043524,I,Y,Initial Permit,,,,,SU,BRULL,0,,Y,,,0,,,PLAYWOOD,,,,,,X,X,,X,X,Y,X,,,,,,,GEN. CONSTR.,Yes,Y,11/1/2016,735000
Brooklyn,A2,EW,3. A2,321473348,3057846,I,N,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,X,,X,,Y,X,,,,,,,GEN. CONSTR.,No,Y,11/1/2016,75000
Brooklyn,A2,EW,3. A2,321473348,3057846,R,Y,Renewed,OT,,,,,,0,,,,,0,,,,,,,,,,X,,X,,Y,X,,,,,,,GEN. CONSTR.,No,Y,11/1/2016,75000
Brooklyn,A2,PL,3. A2,321473348,3057846,I,Y,Initial Permit,,,,,,,0,,,,,0,,,,,,,,,,X,,X,,Y,X,,,,,,,GEN. CONSTR.,No,Y,11/1/2016,75000
Brooklyn,A3,AL,4. A3,321451264,3154995,I,Y,Initial Permit,,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,11/1/2016,24800
Manhattan,A2,EW,3. A2,122932997,1015061,I,N,Initial Permit,OT,MM,SCOTT III,MM,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,11/2/2016,222700
Manhattan,A2,EW,3. A2,122932997,1015061,R,N,Renewed,OT,MM,SALIU,MM,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,11/2/2016,222700
Manhattan,A2,EW,3. A2,122932997,1015061,R,Y,Renewed,OT,MM,SALIU,MM,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,11/2/2016,222700
Manhattan,A2,EW,3. A2,122912027,1080813,R,Y,Renewed,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,11/2/2016,825000
Manhattan,A2,EW,3. A2,122912027,1080813,I,N,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,11/2/2016,825000
Brooklyn,A2,EW,3. A2,321473981,3016822,I,Y,Initial Permit,MH,,,,,,0,,,,,0,,,,,,,,,X,X,,,,Y,X,,,,,,,GEN. CONSTR.,Yes,Y,11/2/2016,364000
Brooklyn,A2,EW,3. A2,321473981,3016822,I,Y,Initial Permit,OT,,,,SU,MKHITARIAN,0,,,,,0,,,,,,,,,X,X,,,,Y,X,,,,,,,GEN. CONSTR.,Yes,Y,11/2/2016,364000
Manhattan,A2,EW,3. A2,122935379,1011116,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,11/3/2016,21915
Manhattan,A2,EW,3. A2,122935798,1015685,I,N,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,11/3/2016,16000
Manhattan,A2,EW,3. A2,122935798,1015685,R,Y,eRenewed,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,11/3/2016,16000
Manhattan,A2,EW,3. A2,122935798,1015685,R,N,eRenewed,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,11/3/2016,16000
Manhattan,A2,EW,3. A2,122935360,1029892,I,N,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,11/3/2016,150000
Manhattan,A2,EW,3. A2,122935360,1029892,R,Y,Renewed,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,11/3/2016,150000
Manhattan,A2,EW,3. A2,122932354,1041498,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,11/3/2016,80000
Manhattan,A2,EW,3. A2,122932318,1059309,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,11/3/2016,110000
Manhattan,A2,EW,3. A2,122935388,1084956,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,11/3/2016,21380
Brooklyn,A1,AL,2. A1,321475168,3046320,R,Y,Renewed,,,,,SU,GELDZAHLER,0,,Y,,,0,,,WOOD,,,,,,X,X,,,X,Y,X,,,,,,,GEN. CONSTR.,Yes,Y,11/3/2016,1156320
Brooklyn,A1,AL,2. A1,321475168,3046320,I,N,Initial Permit,,,,,SU,YOUSEFZADEH,0,,Y,,,0,,,WOOD,,,,,,X,X,,,X,Y,X,,,,,,,GEN. CONSTR.,Yes,Y,11/3/2016,1156320
Brooklyn,A2,EW,3. A2,321474720,3064818,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,11/3/2016,15000
Queens,A2,EW,3. A2,421395261,4056054,I,N,Initial Permit,OT,,,,,,0,,Y,,,0,,,WOOD,,,,,,,,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,11/3/2016,20000
Queens,A2,EW,3. A2,421395261,4056054,R,Y,Renewed,OT,,,,,,0,,Y,,,0,,,WOOD,,,,,,,,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,11/3/2016,20000
Queens,A2,EQ,3. A2,421395261,4056054,I,N,Initial Permit,FN,,,,,,0,,Y,,,0,,,WOOD,,,,,,,,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,11/3/2016,20000
Queens,A2,EQ,3. A2,421395261,4056054,R,Y,Renewed,FN,,,,,,0,,Y,,,0,,,WOOD,,,,,,,,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,11/3/2016,20000
Manhattan,A2,EW,3. A2,122937867,1031978,I,N,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,11/4/2016,100000
Manhattan,A2,EW,3. A2,122937867,1031978,R,Y,Renewed,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,11/4/2016,100000
Brooklyn,A2,EW,3. A2,321476087,3000784,I,Y,Initial Permit,OT,,,,SU,RODLAND,0,,,,,0,,,,,,,,,,X,,,,Y,X,,,,,,,GEN. CONSTR.,Yes,Y,11/4/2016,300000
Brooklyn,A2,PL,3. A2,321476087,3000784,I,Y,Initial Permit,,,,,,,0,,,,,0,,,,,,,,,,X,,,,Y,X,,,,,,,GEN. CONSTR.,Yes,Y,11/4/2016,300000
Brooklyn,A1,AL,2. A1,321475426,3012392,I,Y,Initial Permit,,MM,KREBS,MM,,,0,,Y,,,0,,,WOOD,,,,,,,X,,,X,Y,X,,,,,,,GEN. CONSTR.,Yes,Y,11/4/2016,558150
Brooklyn,A2,PL,3. A2,340441285,3067646,I,Y,Initial Permit,,,,,,,0,,,,,0,,,,,,,,,,X,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,11/4/2016,196050
Brooklyn,A2,EW,3. A2,340441285,3067646,R,Y,Renewed,OT,,,,,,0,,,,,0,,,,,,,,,,X,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,11/4/2016,196050
Brooklyn,A2,EW,3. A2,340441285,3067646,I,N,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,X,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,11/4/2016,196050
